0	0.10210527186961872170	0.10387620077272106955
1	0.08328432121846031377	0.09224031317859153478
2	0.10827743473424090992	0.10924321054755610494
3	0.11189864714526817635	0.11063628850980038176
4	0.07163272044981754128	0.07140161289939757350
6	0.07028800478695630682	0.08023089475472720833
8	0.07823785450484763149	0.07683305169016935166
10	0.06950400496095081315	0.07979241792854896431
13	0.06381359718366524936	0.06474691866460001444
16	0.05680006660301698679	0.06124963553790925552
20	0.05989136497498454004	0.06692062472023514730
24	0.05596300547718735530	0.05641362179396021415
28	0.04911833800849216974	0.04864123954267780131
33	0.05156193559431653667	0.05055213462494883431
38	0.04548262390752721984	0.04454869401697747477
43	0.04243482888464375491	0.04163055751742513605
48	0.04017363080267693370	0.03954200450519461396
53	0.03871518707054935615	0.03851705980595668266
58	0.03901550611387559486	0.03811189879565281963
63	0.03678557642041455772	0.03559511907249815477
68	0.03850393064039044078	0.03697925860384473906
73	0.03662801280357003836	0.03555354022139271819
78	0.03577453592341685307	0.03516124076491269901
83	0.03589430007204325729	0.03443621412763413214
88	0.03446038354141232884	0.03309095188844053681
93	0.03399136237221422191	0.03247629941475720095
98	0.03384950090831203434	0.03252875734692086546
103	0.03401421215347664312	0.03275494012387794585
108	0.03342069951978322850	0.03200626960304261276
113	0.03345290439003283101	0.03205910521939019098
118	0.03325672578992139305	0.03189302233581990664
123	0.03318126490377609761	0.03170791020701985846
128	0.03302746029245437476	0.03158020901915922773
133	0.03295397325353248419	0.03150943870987760187
138	0.03291155401550124870	0.03148142786445775471
143	0.03291945823938962484	0.03140778044387790291
148	0.03287533896652112403	0.03142256572790560337
153	0.03282270101812112539	0.03130920407508632625
158	0.03280961571029344936	0.03127932607988476166
163	0.03279625446052696763	0.03126472297196582900
168	0.03278736490502381917	0.03127236476634897427
173	0.03276010563568020756	0.03122769600629065126
178	0.03275321979332936062	0.03122926120574955750
183	0.03275077153887059195	0.03121146610721493506
188	0.03274461109115456292	0.03121813895303631944
193	0.03274150140442166901	0.03120079399130301287
198	0.03273467326136088318	0.03119998514743149015
